,persons_names,isName
3080,Baudouin Usa,Possible nom
3081,Aaron Rosenthal,Possible nom
3082,Jacob Salomon,Possible nom
3083,Simon Rosenthal,Possible nom
3084,Hoste Chanteur,Possible nom
3085,Gabriel D,Possible nom
3086,Amedeo Martini,Possible nom
3087,Boma Club,Possible nom
3088,Leopold De Belgique,Possible nom
3089,Roger Van Schorisse,Possible nom
3090,Ferri Section,Possible nom
3091,Jacobus Degreef,Possible nom
3092,Andre Troisieme,Possible nom
3093,Boma Photo,Possible nom
3094,Joseph Straus,Possible nom
3095,Robert Et,Possible nom
3096,Robert En,Improbable
3097,Robert Et Bertrand Ravenstein,Possible nom
3098,Neil Armstrong,Possible nom
3099,Alphonse Lonnia,Possible nom
3100,Anna Cogen,Possible nom
3101,Florimond Desombiaux,Possible nom
3102,Parfait Horgnies,Possible nom
3103,Eden Ancien,Possible nom
3104,Eden Boxe,Possible nom
3105,Eden Catch,Possible nom
3106,Eden Charleroicoucke,Possible nom
3107,Eden Charleroifin,Possible nom
3108,Eden Charleroiles,Possible nom
3109,Eden Charleroimartyrs,Possible nom
3110,Else Schulhoff,Possible nom
3111,Rogier Stationrue,Possible nom
3112,Rogier Rue,Possible nom
3113,Jean Seul,Possible nom
3114,Isidore Masuy,Possible nom
3115,Louis Buret,Possible nom
3116,Bila Steveny,Possible nom
3117,Joseph Eglise,Possible nom
3118,Jules Simon,Possible nom
3119,Joannes Imberechts,Possible nom
3120,Jacques De Lesdain,Possible nom
3121,Duke Of,Improbable
3122,Duke Van Wellington,Possible nom
3123,Valentino Zaal,Possible nom
3124,Doren Lieutenant,Possible nom
3125,Doren Carabiner,Possible nom
3126,Doren Cyclistes,Improbable
3127,Bolin Congo,Possible nom
3128,Henri Joseph Jacob,Possible nom
3129,Victor Remacle,Possible nom
3130,Joanna Willems,Possible nom
3131,Willems Dijle,Possible nom
3132,Catharina Baert,Possible nom
3133,Catharina Overleden,Improbable
3134,Jacobus Baert,Possible nom
3135,Jacques Baert,Possible nom
3136,Rosalia Peuteman,Possible nom
3137,Rosalie Peuteman,Possible nom
3138,Omer Bon,Possible nom
3139,Henri Vanden Heede,Possible nom
3140,Jozef Van Den Bulcke,Possible nom
3141,Eugene Soudan,Possible nom
3142,Dietse Meisjesscharen,Possible nom
3143,Jan De Baets,Possible nom
3144,Alida Degroote,Possible nom
3145,Julien Lauwers,Possible nom
3146,Maria Theresia Swinnen,Possible nom
3147,Dhanis Accident,Improbable
3148,Dhanis Aviateur,Improbable
3149,Henri Jouve,Possible nom
3150,Maele Vande,Possible nom
3151,Auguste Hainaut,Possible nom
3152,Martin De Tours,Possible nom
3153,Abraham Nottebohm,Possible nom
3154,Adele Vent,Possible nom
3155,Valerie Pholien,Possible nom
3156,Francois Elslander,Possible nom
3157,Francois Eslander,Possible nom
3158,Henriette Meyer,Possible nom
3159,Jean Elslander,Possible nom
3160,Jean Eslander,Possible nom
3161,Jules Elslander,Possible nom
3162,Jules Eslander,Possible nom
3163,Lamy Franc,Possible nom
3164,Leon Vanier,Possible nom
3165,Dhanis Lieutenant,Possible nom
3166,Abel Gance,Possible nom
3167,Jacobs Lieutenant,Possible nom
3168,Jacobs Carabiner,Possible nom
3169,Jacobs Cycliste,Improbable
3170,Louis Mettewie,Possible nom
3171,Juvenal Ruelle,Possible nom
3172,Emiel Stevens,Possible nom
3173,Vanessa Paradis,Possible nom
3174,Emilie Blomme,Possible nom
3175,Emilie Clemence Blomme,Possible nom
3176,Joseph Van Rentergem,Possible nom
3177,Raphael Van Rentergem,Possible nom
3178,Blomme Van Rentergem,Possible nom
3179,Marc Grauwels,Possible nom
3180,Auguste Haianut,Possible nom
3181,Ernest Hainaut,Possible nom
3182,Victor Boin,Possible nom
3183,Franz Servais,Possible nom
3184,Edouard Lassen,Possible nom
3185,Henri Helbig,Possible nom
3186,Maurice De Wulf,Possible nom
3187,Pieternella Keukelaar,Possible nom
3188,Flore Liban,Possible nom
3189,Flore Infanticide,Possible nom
3190,Adolphe Buyl,Possible nom
3191,Jean Christens,Possible nom
3192,Leon Christens,Possible nom
3193,Catherine Theunis,Possible nom
3194,Raphael Renquin,Possible nom
3195,Rene Clement,Possible nom
3196,Hugh Benson,Possible nom
3197,Benson Le Matre,Possible nom
3198,Hugh Benson Le Matre,Possible nom
3199,Janssens Stalins,Possible nom
3200,Frank Van Vloten,Possible nom
3201,Gille Fassin,Possible nom
3202,Sido Vliegers,Possible nom
3203,Louise Ochse,Possible nom
3204,Jack L,Possible nom
3205,Verne Herge,Possible nom
3206,Verne Tintin,Possible nom
3207,Alphonse Michaux,Possible nom
3208,Joseph Naus,Possible nom
3209,Marcy Aviation,Improbable
3210,France Aeroplanes,Possible nom
3211,Celia Cruz,Possible nom
3212,Hardy De Beaulieu,Possible nom
3213,Alfons Seys,Possible nom
3214,Alphonse Seys,Possible nom
3215,Alphons Seys,Possible nom
3216,Fons Seys,Possible nom
3217,Palle Huld,Possible nom
3218,Bernard Commandant,Possible nom
3219,Hildebrand Commandant,Possible nom
3220,Christophe Lieutenant,Possible nom
3221,Nelson Williams,Possible nom
3222,Jacquet Commandant,Possible nom
3223,Morel Commandant,Possible nom
3224,Leon Bernard,Possible nom
3225,Michel Cronenberg,Possible nom
3226,Salomon Aron,Possible nom
3227,Eloy Vive,Improbable
3228,Karel Peeters,Possible nom
3229,Boudewijn Installatie,Possible nom
3230,Francois Parmentier,Possible nom
3231,Gilain Louis Defosse,Possible nom
3232,Louis Gilain,Possible nom
3233,Gillain Tonkin,Possible nom
3234,Celeste Vaillant,Possible nom
3235,Leona Butler,Possible nom
3236,Leonie Butler,Possible nom
3237,Erich Kastner,Possible nom
3238,Kurt Tucholsky,Possible nom
3239,Peter Panter,Possible nom
3240,Henri Chauvin,Possible nom
3241,Wauthier Alexandre,Possible nom
3242,Luck Chansonnettenvan,Possible nom
3243,Luck Chansonnettevan,Possible nom
3244,Henry Van Luck,Possible nom
3245,Luck Monologenvan,Possible nom
3246,Esther Lekain,Possible nom
3247,Jean Brenez,Possible nom
3248,Raymond Wiser,Possible nom
3249,Ursmar Brenez,Possible nom
3250,Philippe Berghe,Possible nom
3251,Philippe Van Den Berghe,Possible nom
3252,Jules Ory,Possible nom
3253,Gustave Simon,Possible nom
3254,Noe Carabinier,Improbable
3255,Noe Cycliste,Improbable
3256,Richard Heffinck,Possible nom
3257,Malo Vasseur,Possible nom
3258,Adolphe Lekeu,Possible nom
3259,Aime Durieux,Possible nom
3260,Alfred Colpaert,Possible nom
3261,Arsene Puttemans,Possible nom
3262,Florimond Colpaert,Possible nom
3263,Francois Gheur,Possible nom
3264,Gustave Vauthier,Possible nom
3265,Joseph De Jaegher,Possible nom
3266,Joseph Demaret,Possible nom
3267,Marc Storms,Possible nom
3268,Charles Lambert,Possible nom
3269,Staf De Clercq,Possible nom
3270,Georges Rodenbach,Possible nom
3271,Adolphe Picard,Possible nom
3272,Lambert Photographe,Improbable
3273,Joseph Spiegels,Possible nom
3274,Noe Spiegels,Possible nom
3275,Amanda Laermans,Possible nom
3276,Amanda Lambert,Possible nom
3277,Eugene Laermans,Possible nom
3278,Lambert Laermans,Possible nom
3279,Leon Lambert,Possible nom
3280,Charles Lambert Photographie,Possible nom
3281,Camille Lambert Amanda,Possible nom
3282,Camille Lambert Leon,Possible nom
3283,Dominique Lang,Possible nom
3284,Eugene Legendre,Possible nom
3285,Lambert Juvisy,Possible nom
3286,Antoine Verhulst,Possible nom
3287,Charles Verhulst,Possible nom
3288,Laurentius Verhulst,Possible nom
3289,Raymond Hanse,Possible nom
3290,Edmond Schroeder,Possible nom
3291,Charles Hugojules,Possible nom
3292,Jules Simon Alice Lehaene,Possible nom
3293,Jules Simon Charles Hugo,Possible nom
3294,Jules Simon Lehaene,Possible nom
3295,Lacroix Verboekhoven,Possible nom
3296,Hendrik Elias,Possible nom
3297,Francisco Macia,Possible nom
3298,Hilario Salvador,Possible nom
3299,Luis Companys,Possible nom
3300,Salvador Albert,Possible nom
3301,Willy Roullon,Possible nom
3302,Helene Dutrieu,Possible nom
3303,Albert Storrer,Possible nom
3304,Nelis Roi,Possible nom
3305,Albert Princ,Possible nom
3306,Mano Nera,Possible nom
3307,Emile Rousseau,Possible nom
3308,Omer Selschotter,Possible nom
3309,Aime Verstraete,Possible nom
3310,Alberic Berghman,Possible nom
3311,Lienard Arhur,Possible nom
3312,Charles Debbaudt,Possible nom
3313,Gerard Devos,Possible nom
3314,Richard Deloof,Possible nom
3315,Ricardo Capitaine,Possible nom
3316,Loo Gustave,Possible nom
3317,Albert Reims,Possible nom
3318,Heritier Aviateur,Improbable
3319,Albert Stockel,Possible nom
3320,Harry Peters,Possible nom
3321,Clara Lonemoor,Possible nom
3322,Ginger Jar,Possible nom
3323,Henry Notaire,Possible nom
3324,Henry Seigneurial,Improbable
3325,Henry Seigneuriale,Improbable
3326,Harry Peeters,Possible nom
3327,Lieve Vrouw,Possible nom
3328,Nestor Langendries,Possible nom
3329,Louis Lumiere,Possible nom
3330,Arsene Musick,Possible nom
3331,Chretien Verdeyen,Possible nom
3332,Emile Verdeyen,Possible nom
3333,Albert Koning,Possible nom
3334,Albert Vliegtuig,Improbable
3335,Alan Turing,Possible nom
3336,Clemence Marie Saas,Possible nom
3337,Arthemise Van Heygen,Possible nom
3338,Zachari Dhayer,Possible nom
3339,Salvador Creus,Possible nom
3340,Harrij Peters,Possible nom
3341,Flore Vindevogel,Possible nom
3342,Marie Lecocq,Possible nom
3343,Victorien Letellier,Possible nom
3344,Jules Versadet,Possible nom
3345,Gillain Louis,Possible nom
3346,Bosco Escamoteur,Improbable
3347,Amin Maalouf,Possible nom
3348,Iran Modernisation,Improbable
3349,Vincent Braun,Possible nom
3350,Alice Lehaene,Possible nom
3351,Jean Delvoye,Possible nom
3352,Fernand Charron,Possible nom
3353,Ben Pon,Possible nom
3354,Charles Fagnart,Possible nom
3355,Desire D,Possible nom
3356,Emile D,Possible nom
3357,Paul Vlaanderen,Possible nom
3358,Hendrik Zeine,Possible nom
3359,Hadelin De Liedekerke,Possible nom
3360,Clement Van Den Borren,Possible nom
3361,Arthur Zimmerman,Possible nom
3362,Robert Hugh Benson,Possible nom
3363,Frans Eulaers,Possible nom
3364,Antoine Delvoye,Possible nom
3365,Martinus Broeder,Possible nom
3366,Theodore Evenepoel,Possible nom
3367,Auguste Dupont,Possible nom
3368,Paulus Cornille,Possible nom
3369,Georges Eekhoud,Possible nom
3370,Mustafa Kamal,Possible nom
3371,Wagner Ring,Possible nom
3372,Michel Cahen,Possible nom
3373,Samuel Bonheur,Possible nom
3374,Aron Salomon,Possible nom
3375,Antoine Adolphe Swisser,Possible nom
3376,Antoine Swisser,Possible nom
3377,Constant Renders,Possible nom
3378,Cornelie Van Malderen,Possible nom
3379,David Renders,Possible nom
3380,Emile Renders,Possible nom
3381,Gustave Renders,Possible nom
3382,Jean Baptiste Renders,Possible nom
3383,Josephine Delafeuille,Possible nom
3384,Joseph Swisser,Possible nom
3385,Pierre Joseph Renders,Possible nom
3386,Pierre Renders,Possible nom
3387,Andre Reclus,Possible nom
3388,Charles Gisler,Possible nom
3389,Edouard Jacob,Possible nom
3390,Paul Desmet,Possible nom
3391,Fernand Desmedt,Possible nom
3392,Fernand Sar Desmedt Albert,Possible nom
3393,Fernand Sar,Possible nom
3394,Albert Sar,Possible nom
3395,Ernst Franck,Possible nom
3396,Robert Protin,Possible nom
3397,Boen Bond,Possible nom
3398,Edouard Boen,Possible nom
3399,Edouard De Vynck,Possible nom
3400,Eduard Boen,Possible nom
3401,Georges Wurth,Possible nom
3402,Henri Lafontaine,Possible nom
3403,Henri La Fontaine,Possible nom
3404,Adolphe Marechal,Possible nom
3405,Samuel Hobo,Possible nom
3406,Joseph Tijtgat,Possible nom
3407,Eugene Surinx,Possible nom
3408,Sabre Delmotte,Possible nom
3409,Sabre Epee,Possible nom
3410,Paul Varlette,Possible nom
3411,Henry De Le Court,Possible nom
3412,Albert Prins,Possible nom
3413,Albert Luchtvaart,Possible nom
3414,Junior Fleuret,Possible nom
3415,Diamant Turquie,Possible nom
3416,Louise Bourdeau,Possible nom
3417,Sara Treverton,Possible nom
3418,Raoul Charles,Possible nom
3419,Born Mourmelon,Possible nom
3420,Born Mourmemon,Possible nom
3421,Marley Bob,Possible nom
3422,Peter Tosh,Possible nom
3423,Armen Ohanian,Possible nom
3424,Elise Feis,Possible nom
3425,Julia Feis,Possible nom
3426,Julius Feis,Possible nom
3427,Libert Feis,Possible nom
3428,Libert Gosschalk,Possible nom
3429,Libert Rlj,Possible nom
3430,Methode Exuber,Possible nom
3431,Alexandre Levy,Possible nom
3432,Frederic Isaac,Possible nom
3433,Ouri Cahen,Possible nom
3434,Levy Alexandre,Possible nom
3435,Geert Declerck,Possible nom
3436,Catherine Van Zeeland,Possible nom
3437,Paul Van Zeeland,Possible nom
3438,Abraham Lion,Possible nom
3439,Lazare Marckx,Possible nom
3440,Mark Coenen,Possible nom
3441,Marcel Dams,Possible nom
3442,Lucien Van Impe,Possible nom
3443,Roze Balletten,Possible nom
3444,Arthur Ceuleers,Possible nom
3445,Els Salens,Possible nom
3446,Karel Sys,Possible nom
3447,Bert Van Raemdonck,Possible nom
3448,Frans Benoit,Possible nom
3449,Joachim Verpoort,Possible nom
3450,Renommee Pirsoul,Possible nom
3451,Hugo Rau,Possible nom
3452,Gerard Portielje,Possible nom
3453,Herman Maes,Possible nom
3454,Adolf Van Den Berghe,Possible nom
3455,Bertold Fleischer,Possible nom
3456,Bertolt Fleischer,Possible nom
3457,Vincent Reychler,Possible nom
3458,Eugene Dauge,Possible nom
3459,Hendrik Schoenfeld,Possible nom
3460,Henri Schoenfeld,Possible nom
3461,Henri Schnfeld,Possible nom
3462,Agathe Ste,Possible nom
3463,Agathe Sainte-,Possible nom
3464,Leon Chome,Possible nom
3465,Cornille Karel,Possible nom
3466,Emiel Obijn,Possible nom
3467,Emile Obijn,Possible nom
3468,Emile Obyn,Possible nom
3469,Verstraete Zeebrugge,Possible nom
3470,Onder Nummer,Possible nom
3471,Huwelijk Brief Onder Nummer,Possible nom
3472,Bronte Villette,Possible nom
3473,Charles Jenkins,Possible nom
3474,Claire Heger,Possible nom
3475,Jenkins College,Possible nom
3476,John Jenkins,Possible nom
3477,Jules Heger,Possible nom
3478,Louise Heger,Possible nom
3479,Marie Heger,Possible nom
3480,Paul Heger,Possible nom
3481,Prosper Noyer,Possible nom
3482,Vital Heger,Possible nom
3483,Zoe Heger,Possible nom
3484,Zoe Parent,Possible nom
3485,Milo Crommelynckbruxelles,Possible nom
3486,Desire Verstraete,Possible nom
3487,Emile Louis Obyn,Possible nom
3488,Joeri Cornille,Possible nom
3489,Luciaan Verstraete,Possible nom
3490,Lucien Verstraete,Possible nom
3491,Francois Jacobs,Possible nom
3492,Jacobs Peintre,Possible nom
3493,Jacobs Francois,Possible nom
3494,Omer Wattez,Possible nom
3495,Jacobs Cologne,Possible nom
3496,Jacobs Necrologie,Possible nom
3497,Francois Jacobs Peintre,Possible nom
3498,Henri Pccard,Possible nom
3499,Henri Picard,Possible nom
3500,Henri Piccard,Possible nom
3501,Jacob Meyer,Possible nom
3502,Leroy Monsieur,Possible nom
3503,Henry Moulin,Possible nom
3504,Amand Cornille,Possible nom
3505,Bertha Obyn,Possible nom
3506,Charles Tiberghein,Possible nom
3507,Charles Tyberghein,Possible nom
3508,Edward Naudts,Possible nom
3509,Hector Cornille,Possible nom
3510,Jeroom Cornille,Possible nom
3511,Karel Pylyser,Possible nom
3512,Louise Tiberghein,Possible nom
3513,Prosper Cornille,Possible nom
3514,Silvia D,Possible nom
3515,Theodoor Cornille,Possible nom
3516,Theodore Cornille,Possible nom
3517,Maria Sophia,Possible nom
3518,Vitalia Van Damme,Possible nom
3519,Astrid Standbeeld,Possible nom
3520,Samuel Bestiaux,Possible nom
3521,Salomon Jacob,Possible nom
3522,Henry Shelton Sanford,Possible nom
3523,Stanley Au,Possible nom
3524,Stanley Retourne,Improbable
3525,Ginette Cher,Possible nom
3526,Jerome Vanthuyne,Possible nom
3527,Herman De Coninck,Possible nom
3528,Casilde Saeys,Possible nom
3529,Arthur Boitte,Possible nom
3530,Neve De,Possible nom
3531,Neve De Rode,Possible nom
3532,John Van Eyck,Possible nom
3533,Jules Van Lierde,Possible nom
3534,Antoine Bouman,Possible nom
3535,Anton Bouman,Possible nom
3536,Dan De Lange,Possible nom
3537,Daniel Lange,Possible nom
3538,Samuel De Lange,Possible nom
3539,Adolf Coppens,Possible nom
3540,Adolphe Coppens,Possible nom
3541,Djuma De Peuter,Possible nom
3542,Jan Autekie,Possible nom
3543,Emil Wastyn,Possible nom
3544,Ivan Bauwens,Possible nom
3545,Ivon Bauwens,Possible nom
3546,John Sophie,Possible nom
3547,Joseph Cornelissen,Possible nom
3548,Louis Braeckelaere,Possible nom
3549,Louis Dochez,Possible nom
3550,Marie Van Eenaeme,Possible nom
3551,Maurice Criel,Possible nom
3552,Oscar Van Der Meersch,Possible nom
3553,Petrus Van Eenaeme,Possible nom
3554,Hamburg Lsv,Possible nom
3555,Ivon Pieters,Possible nom
3556,Keren Terug,Improbable
3557,Arthur Boitt,Possible nom
3558,Casimir Pont,Possible nom
3559,Victor Standaert,Possible nom
3560,Lolita Gomez,Possible nom
3561,Wilhelm Keizer,Possible nom
3562,Sylviane Deferne,Possible nom
3563,Jean Anthonie Van Der Ven,Possible nom
3564,Jean Antonie Van Der Ven,Possible nom
3565,Johannes Van Der Ven,Possible nom
3566,Gilles Li,Possible nom
3567,Giovani Defendi,Possible nom
3568,Giovanni Defendi,Possible nom
3569,Thibault De Boesinghe,Possible nom
3570,Meir Tilquin,Possible nom
3571,Lois Etrangers,Possible nom
3572,Arthur Debbaudt,Possible nom
3573,Marie Debbaudt,Possible nom
3574,Emile Mathieu Hortense,Possible nom
3575,Emile Mathieu Hortense Clemence,Possible nom
3576,Henriette Wynants,Possible nom
3577,Edith Piaf,Possible nom
3578,Gustave Dufour,Possible nom
3579,Hubert Dufour,Possible nom
3580,Peter Baumgart,Possible nom
3581,Pierre Chavee,Possible nom
3582,Harry Petyers,Possible nom
3583,Adolphe Baiwir,Possible nom
3584,Jenny Walle,Possible nom
3585,Joly Altena,Possible nom
3586,Joly Walle,Possible nom
3587,Robert Joly,Possible nom
3588,David Pierre Exposition,Improbable
3589,Rogier Callier,Possible nom
3590,Rogier Lagye,Possible nom
3591,Alfons Trog,Possible nom
3592,Pierre Premiere,Possible nom
3593,Lorraine Cyclable,Improbable
3594,Jean Ledrut,Possible nom
3595,Gilde Toorts,Possible nom
3596,Toots Gilde,Possible nom
3597,Leopold Von Ranke,Possible nom
3598,Cohen Meyers,Possible nom
3599,Augustin Lantoine,Possible nom
3600,Desire Placet,Possible nom
3601,Bila Gendarme,Possible nom
3602,Leopold A,Possible nom
3603,Xavier De,Possible nom
3604,Renee Dunan,Possible nom
3605,Victor Ravet,Possible nom
3606,Adeline Pollet,Possible nom
3607,Roger Boulanger,Possible nom
3608,Jean Baptiste Libotte,Possible nom
3609,Jean Libotte,Possible nom
3610,Josephine Libotte,Possible nom
3611,Leon Lenne,Possible nom
3612,Leon Vanhauteghem,Possible nom
3613,Leon Vanhooteghem,Possible nom
3614,Louis Libotte,Possible nom
3615,Zelie Libotte,Possible nom
3616,Maria Rica Vancoppenolle,Possible nom
3617,Sophie Smeets,Possible nom
3618,Thomas L,Possible nom
3619,Catherine Libotte,Possible nom
3620,Eloise Libotte,Possible nom
3621,Madeleine Libotte,Possible nom
3622,Madelene Libotte,Possible nom
3623,Philomene Libotte,Possible nom
3624,Joseph Maes,Possible nom
3625,Elisabeth Cours,Possible nom
3626,Frans Josef,Possible nom
3627,Alexandre Dumas Henri Conscience,Possible nom
3628,Octave Delepierre,Possible nom
3629,Henri Conscience,Possible nom
3630,Guido Gezelle,Possible nom
3631,Fernand Milleville,Possible nom
3632,Joseph Milleville,Possible nom
3633,Jacquin Nauwelaers,Possible nom
3634,Eugeen Stappers,Possible nom
3635,Lambert Wilt,Possible nom
3636,Staf De Clerca,Possible nom
3637,Berthe De Nyse,Possible nom
3638,Berthe Nyse,Possible nom
3639,Emile Gautier,Possible nom
3640,Henri De Noville,Possible nom
3641,Jacques Soldanelle,Possible nom
3642,Ella Fitzgerald,Possible nom
3643,Augustin Parmentier,Possible nom
3644,Lucie Goetz,Possible nom
3645,Ivan Tourgueniev,Possible nom
3646,Denis Baugniet,Possible nom
3647,Elias Hertog,Possible nom
3648,Leonard Hertog,Possible nom
3649,Samuel Verger,Possible nom
3650,Antoine Daens,Possible nom
3651,Lady Berrick,Possible nom
3652,Alfred Hoyas,Possible nom
3653,Alain Wilmet,Possible nom
3654,Arthur Harper,Possible nom
